"sample_id","count_replicate","count_per_cm2","t","site","depth","spec","size","replicate"
"4ESAS085P","c4",2956926.40123728,"4","E2B","5 m","A. hya","Juvenile",85
"4ESAS085P","c5",2956926.40123728,"4","E2B","5 m","A. hya","Juvenile",85
"4ESAS085P","c6",2513387.44105169,"4","E2B","5 m","A. hya","Juvenile",85
"4TSAS111P","c1",2710507.4631275,"4","Temae","5 m","A. hya","Juvenile",111
"4TSAS111P","c2",2247737.89625207,"4","Temae","5 m","A. hya","Juvenile",111
"4TSAS111P","c3",2974947.21562774,"4","Temae","5 m","A. hya","Juvenile",111
"4TSAS111P","c4",2710507.4631275,"4","Temae","5 m","A. hya","Juvenile",111
"4TSAS111P","c5",2446067.71062725,"4","Temae","5 m","A. hya","Juvenile",111
"4TSAS111P","c6",1784968.32937664,"4","Temae","5 m","A. hya","Juvenile",111
"4ESAS089P","c1",3641204.64695023,"4","E2B","5 m","A. hya","Juvenile",89
"4ESAS089P","c2",3921297.31210025,"4","E2B","5 m","A. hya","Juvenile",89
"4ESAS089P","c3",3081019.3166502,"4","E2B","5 m","A. hya","Juvenile",89
"4ESAS089P","c4",5041667.97270032,"4","E2B","5 m","A. hya","Juvenile",89
"4ESAS089P","c5",5321760.63785034,"4","E2B","5 m","A. hya","Juvenile",89
"4ESAS089P","c6",3921297.31210025,"4","E2B","5 m","A. hya","Juvenile",89
"4TSAS048P","c1",4153824.79522421,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAS048P","c2",4673052.89462724,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAS048P","c3",6403813.22597066,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAS048P","c4",3288444.6295525,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAS048P","c5",5884585.12656764,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAS048P","c6",5192280.99403027,"4","Temae","5 m","A. hya","Juvenile",48
"4TSAL090P","c1",4605277.57387179,"4","Temae","5 m","A. hya","Adult",90
"4TSAL090P","c2",4605277.57387179,"4","Temae","5 m","A. hya","Adult",90
"4TSAL090P","c3",4395946.77505943,"4","Temae","5 m","A. hya","Adult",90
"4TSAL090P","c4",2930631.18337296,"4","Temae","5 m","A. hya","Adult",90
"4TSAL090P","c5",3977285.17743472,"4","Temae","5 m","A. hya","Adult",90
"4TSAL090P","c6",4186615.97624708,"4","Temae","5 m","A. hya","Adult",90
